,date,Temperature,Humidity,Light,CO2
1,11-02-2015 14:48,21.76,31.13333333,437.3333333,1029.666667
2,11-02-2015 14:49,21.79,31,437.3333333,1000
3,11-02-2015 14:50,21.7675,31.1225,434,1003.75
4,11-02-2015 14:51,21.7675,31.1225,439,1009.5
5,11-02-2015 14:51,21.79,31.13333333,437.3333333,1005.666667
6,11-02-2015 14:53,21.76,31.26,437.3333333,1014.333333
7,11-02-2015 14:54,21.79,31.1975,434,1018.5
8,11-02-2015 14:55,21.79,31.39333333,437.3333333,1018.666667
9,11-02-2015 14:55,21.79,31.3175,434,1022
10,11-02-2015 14:57,21.79,31.46333333,437.3333333,1027.333333
11,11-02-2015 14:57,21.79,31.525,437.75,1047.75
12,11-02-2015 14:58,21.79,31.575,441.75,1049
13,11-02-2015 15:00,21.79,31.395,442,1061.5
14,11-02-2015 15:01,21.79,31.3925,441.75,1049
15,11-02-2015 15:02,21.79,31.5,441.5,1048
16,11-02-2015 15:03,21.815,31.5,438,1049.25
17,11-02-2015 15:04,21.815,31.4725,449.5,1051.25
18,11-02-2015 15:04,21.89,31.6,449.5,1060.5
19,11-02-2015 15:06,21.79,31.55,449.5,1059.5
20,11-02-2015 15:07,21.82333333,31.73,447.6666667,1072
21,11-02-2015 15:08,21.865,31.7225,449.5,1072.333333
22,11-02-2015 15:08,21.89,31.745,449.5,1075.333333
23,11-02-2015 15:10,21.89,31.7675,449.5,1087
24,11-02-2015 15:10,21.89,31.7675,437.75,1083.25
25,11-02-2015 15:11,21.89,31.79,442.6666667,1086.333333
26,11-02-2015 15:13,21.89,31.79,437.3333333,1091
27,11-02-2015 15:14,21.89,31.89,439,1100
28,11-02-2015 15:15,21.89,31.89,444,1101
29,11-02-2015 15:16,21.89,31.865,444,1107
30,11-02-2015 15:16,21.89,31.79,444,1110
31,11-02-2015 15:17,21.89,31.865,444,1101.75
32,11-02-2015 15:19,21.89,31.73,444,1100
33,11-02-2015 15:20,21.89,31.7225,444,1092.75
34,11-02-2015 15:21,21.89,31.7,444,1092.5
35,11-02-2015 15:22,21.89,31.695,436.5,1094
36,11-02-2015 15:23,21.89,31.56666667,434,1085.666667
37,11-02-2015 15:23,21.89,31.55,436.5,1047
38,11-02-2015 15:24,21.89,31.36,434,1031
39,11-02-2015 15:26,21.89,31.125,432.75,977.5
40,11-02-2015 15:27,21.89,31.15,436.5,961.25
41,11-02-2015 15:28,21.89,31.06333333,434,948
42,11-02-2015 15:29,21.89,30.77,429,913.25
43,11-02-2015 15:29,21.89,30.7675,432.75,882.5
44,11-02-2015 15:30,21.89,30.945,429,884.5
45,11-02-2015 15:32,21.89,30.7925,429,899
46,11-02-2015 15:33,21.89,30.77,432.75,888.25
